id,title,genres_list,director,cast_list,keywords_list,overview,popularity,vote_average,vote_count,weighted_rating,release_date,runtime
13751,Akeelah and the Bee,['Drama'],Doug Atchison,"['Keke Palmer', 'Laurence Fishburne', 'Angela Bassett', 'Curtis Armstrong', 'J.R. Villarreal']","['black people', 'spelling', 'spelling bee']","Eleven year-old Akeelah Anderson's life is not easy: her father is dead, her mom ignores her, her brother runs with the local gangbangers. She's smart, but her environment threatens to strangle her aspirations. Responding to a threat by her school's principal, Akeelah participates in a spelling bee to avoid detention for her many absences. Much to her surprise and embarrassment, she wins. Her principal asks her to seek coaching from an English professor named Dr. Larabee for the more prestigious regional bee. As the possibility of making it all the way to the Scripps National Spelling Bee looms, Akeelah could provide her community with someone to rally around and be proud of -- but only if she can overcome her insecurities and her distracting home life. She also must get past Dr. Larabee's demons, and a field of more experienced and privileged fellow spellers.",4.932893,6.7,81,6.168311531417988,2006-04-28,112.0
9490,Half Baked,"['Comedy', 'Crime']",Tamra Davis,"['Dave Chappelle', 'Tommy Chong', 'Harland Williams', 'Guillermo Díaz', 'Jim Breuer']","['smoking', 'company', 'marijuana', 'drug', 'woman director']","Three lovable party buds try to bail their friend out of jail. But just when the guys have mastered a plan, everything comes dangerously close to going up in smoke.",7.894489,6.4,177,6.165596614510169,1998-01-16,82.0
14536,New in Town,['Comedy'],Jonas Elmer,"['Renée Zellweger', 'Harry Connick Jr.', 'J.K. Simmons', 'Siobhan Fallon', ""Mike O'Brien""]","['minnesota', 'small town', 'economy', 'plants', 'vegetarian', 'love', 'rural setting', 'labor', 'manufacturing', 'middle america', 'rube', 'ice fishing']","Lucy Hill is an ambitious up-and-coming executive living in Miami. She loves her shoes, she loves her cars and she loves climbing the corporate ladder. When she is offered a temporary assignment – in the middle of nowhere – to restructure a manufacturing plant, she jumps at the opportunity, knowing that a big promotion is close at hand. What begins as a straight-forward assignment becomes a life-changing experience as Lucy discovers greater meaning in her life and, most unexpectedly, the man of her dreams.",13.987772,5.2,99,5.9640032849981,2009-01-30,97.0
1359,American Psycho,"['Thriller', 'Drama', 'Crime']",Mary Harron,"['Christian Bale', 'Willem Dafoe', 'Jared Leto', 'Josh Lucas', 'Samantha Mathis']","['based on novel', 'wall street', 'psychopath', 'white collar', 'harvard business school', 'child of divorce', 'unreliable narrator', 'woman director', 'voice imitation']","A wealthy New York investment banking executive hides his alternate psychopathic ego from his co-workers and friends as he escalates deeper into his illogical, gratuitous fantasies.",45.310443,7.3,2066,7.035331406799663,2000-04-13,102.0
9962,The Good Girl,"['Drama', 'Comedy', 'Romance']",Miguel Arteta,"['Jennifer Aniston', 'Jake Gyllenhaal', 'Zooey Deschanel', 'John C. Reilly', 'Deborah Rush']","['suicide', 'sex', 'jealousy', 'dream', 'blackmail', 'lie', 'nudity', 'motel', 'marriage', 'faith', 'drug', 'extramarital affair', 'store']",A discount store clerk strikes up an affair with a stock boy who considers himself the incarnation of Holden Caulfield.,9.799177,6.1,181,6.0955672359563104,2002-01-12,93.0
15049,Bon Cop Bad Cop,"['Action', 'Comedy', 'Crime']",Erik Canuel,"['Patrick Huard', 'Colm Feore', 'Michel Beaudry', 'Patrice Bélanger', 'Hugolin Chevrette-Landesque']","['canada', 'police', 'murder', 'killer', 'buddy cop']","When the body of the executive of hockey Benoit Brisset is found on the billboard of the border of Quebec and Ontario, the jurisdiction of the crime is shared between the two police forces and detectives David Bouchard from Montreal and Martin Ward from Toronto are assigned to work together. With totally different styles, attitudes and languages.",5.069095,6.5,42,6.1215445165308315,2006-07-06,116.0
22821,The Boondock Saints II: All Saints Day,"['Action', 'Thriller', 'Crime']",Troy Duffy,"['Sean Patrick Flanery', 'Norman Reedus', 'Billy Connolly', 'Clifton Collins Jr', 'Julie Benz']","['boston', 'sheep', 'friendship', 'sequel', 'revenge', 'ireland']","Skillfully framed by an unknown enemy for the murder of a priest, wanted vigilante MacManus brothers Murphy and Connor must come out of hiding on a sheep farm in Ireland to fight for justice in Boston.",13.517017,5.9,261,6.033993151779939,2009-11-24,118.0
42819,The City of Your Final Destination,['Drama'],James Ivory,"['Nicholas Blandullo', 'Sofia Viruboff', 'Omar Metwally', 'Alexandra Maria Lara', 'Charlotte Gainsbourg']","['based on novel', 'uruguay']","28-year-old Kansas University doctoral student Omar Razaghi wins a grant to write a biography of Latin American writer Jules Gund. Omar must get through to three people who were close to Gund--his brother, widow, and younger mistress--so he can get authorization to write the biography. Written by Marisa_Gabriella, edited by Krystal Frauendienst",1.353971,5.7,9,6.0881732776249295,2009-03-21,114.0
209263,Enough Said,"['Comedy', 'Drama', 'Romance']",Nicole Holofcener,"['Julia Louis-Dreyfus', 'Catherine Keener', 'James Gandolfini', 'Toni Collette', 'Ben Falcone']","['masseuse', 'thanksgiving', 'party', 'romance', 'mother daughter relationship', 'dating', 'relationship', 'divorce', 'divorcee', 'woman director', 'massage therapist']","Eva is a divorced soon-to-be empty-nester wondering about her next act. Then she meets Marianne, the embodiment of her perfect self. Armed with a restored outlook on being middle-aged and single, Eva decides to take a chance on her new love interest Albert — a sweet, funny and like-minded man. But things get complicated when Eva discovers that Albert is in fact the dreaded ex–husband of Marianne...",14.969093,6.6,348,6.283662253819923,2013-09-18,93.0
37735,Easy A,['Comedy'],Will Gluck,"['Emma Stone', 'Stanley Tucci', 'Amanda Bynes', 'Cam Gigandet', 'Lisa Kudrow']","['lie', 'high school', 'school', 'teen movie', 'rumor']","After a little white lie about losing her virginity gets out, a clean cut high school girl sees her life paralleling Hester Prynne's in ""The Scarlet Letter,"" which she is currently studying in school - until she decides to use the rumor mill to advance her social and financial standing.",45.395839,6.7,2210,6.573888295879151,2010-09-10,92.0
59930,The Inkwell,"['Comedy', 'Drama', 'Romance']",Matty Rich,"['Larenz Tate', 'Joe Morton', 'Suzzanne Douglas', 'Glynn Turman', 'Vanessa Bell Calloway']",[],The Inkwell is about a 16-year-old boy coming of age on Martha's Vineyard in the summer of 1976.,0.269661,3.9,5,6.075464562796431,1994-04-22,110.0
10873,Shadow of the Vampire,"['Drama', 'Horror']",E. Elias Merhige,"['John Malkovich', 'Willem Dafoe', 'Udo Kier', 'Cary Elwes', 'Catherine McCormack']","['film director', 'dracula', '\xa0nosferatu']","Director F.W. Murnau (John Malkovich) makes a Faustian pact with a vampire (Willem Dafoe) to get him to star in his 1922 film ""Nosferatu.""",5.93923,6.6,148,6.196875492179298,2000-05-15,92.0
51588,Prom,['Comedy'],Joe Nussbaum,"['Aimee Teegarden', 'Thomas McDonell', 'Nicholas Braun', 'Faith Ford', 'Danielle Campbell']","['single parent', 'waitress', 'fountain', 'friendship', 'high school', 'prom', 'music fan']","At “Prom,” every couple has a story and no two are exactly alike. As the big dance approaches for Nova Prescott, it’s a battle of wills as she finds herself drawn to the guy who gets in the way of her perfect prom. Fellow seniors Mei and Tyler harbor secrets, while others face all the insecurity and anticipation that surrounds one of high school’s most seminal events.",11.837067,5.7,134,6.02031081650169,2011-04-29,104.0
23570,The Pallbearer,"['Comedy', 'Romance']",Matt Reeves,"['David Schwimmer', 'Gwyneth Paltrow', 'Michael Rapaport', 'Toni Collette', 'Carol Kane']","['independent film', 'mistaken identity']","Aspiring architect Tom Thompson is told by mysterious Ruth Abernathy that his best friend, ""Bill,"" has taken his own life. Except that Tom has never met Bill and neither have his incredulous friends. So when Tom foolishly agrees to give the eulogy at Bill's funeral, it sets him on a collision course with Ruth -- who is revealed to be Bill's oversexed mother -- and Julie DeMarco, the longtime crush Tom hasn't seen since they were teens.",2.149469,4.6,30,6.020821986577264,1996-05-03,97.0
19489,Held Up,['Comedy'],Steve Rash,"['Jamie Foxx', 'Nia Long', 'Barry Corbin', 'John Cullum', 'Jake Busey']",[],"While they're on vacation in the Southwest, Rae finds out her man Michael spent their house money on a classic car, so she dumps him, hitching a ride to Vegas for a flight home. A kid promptly steals Michael's car, leaving him at the Zip &amp; Sip, a convenience store. Three bumbling robbers promptly stage a hold up. Two take off with the cash stranding the third, with a mysterious crate, just as the cops arrive. The robber takes the store hostage. As incompetent cops bring in a SWAT team and try a by-the-book rescue, Michael has to keep the robber calm, find out what's in the crate, aid the negotiations, and get back to Rae. The Stockholm Syndrome asserts its effect.",1.569449,4.9,11,6.071997016551872,1999-10-08,89.0
14629,Woman on Top,"['Comedy', 'Drama', 'Romance']",Fina Torres,"['Penélope Cruz', 'Murilo Benicio', 'Mark Feuerstein', 'John de Lancie', 'Anne Ramsay']",['woman director'],"Set to the intoxicating rhythms of Brazil, ""Woman on Top"" is a spicy, sexy comedy about the magic of food, love and music. Meet Isabella, a sultry enchantress born with the special gift of melting the palates and hearts of men everywhere. When she decides to break free from her rocky marriage and the stifling kitchen of her husband's restaurant in Brazil, she spirits off to San Francisco in pursuit of her dreams of a real culinary career.",3.535789,5.5,46,6.050593674320109,2000-09-22,92.0
8293,Howards End,"['Drama', 'Romance']",James Ivory,"['Vanessa Redgrave', 'Helena Bonham Carter', 'Emma Thompson', 'Prunella Scales', 'Anthony Hopkins']","['based on novel', 'sister sister relationship', 'empowerment', 'sister', 'turn of the century', 'edwardian england']","Merchant Ivory’s adaptation of EM Forster’s classic 1910 novel, starring Emma Thompson, Helena Bonham Carter, Anthony Hopkins & Vanessa Redgrave returns to the big screen in a beautiful new 4K restoration. Stunning location photography, lavishly detailed sets & elegant period costumes, this compelling saga follows the interwoven fates and misfortunes of three families amid the changing times of Edwardian England. It tells the story of two free-spirited, cosmopolitan sisters, Margaret (Emma Thompson) and Helen Schlegel (Helena Bonham Carter), who collide with the world of the very wealthy ­­– one sister benefiting from the acquaintance with the Wilcoxes (owners of the beloved country home Howards End), the other all but destroyed by it. Anthony Hopkins is the conservative industrialist Henry Wilcox and Vanessa Redgrave is his ailing wife Ruth Wilcox.",5.897391,6.9,95,6.207429339938917,1992-03-13,140.0
291270,Anomalisa,"['Animation', 'Comedy', 'Drama', 'Romance']",Charlie Kaufman,"['David Thewlis', 'Jennifer Jason Leigh', 'Tom Noonan']","['sex', 'depression', 'existentialism']",A man crippled by the mundanity of his life experiences something out of the ordinary.,21.024346,7.0,459,6.493963686344912,2015-12-30,90.0
44009,Another Year,"['Comedy', 'Drama']",Mike Leigh,"['Jim Broadbent', 'Lesley Manville', 'Ruth Sheen', 'Oliver Maltman', 'Peter Wight']","['jealousy', 'cooking', 'garden', 'funeral', 'season', 'loneliness', 'unrequited love', 'red wine']","Mike Leigh’s much praised 2010 tragicomical drama. During a year, a very content couple approaching retirement are visited by friends and family less happy with their lives.",7.235794,7.0,97,6.2237791058978,2010-11-05,129.0
1958,8 Women,"['Comedy', 'Thriller', 'Music', 'Crime', 'Mystery']",François Ozon,"['Catherine Deneuve', 'Isabelle Huppert', 'Emmanuelle Béart', 'Fanny Ardant', 'Virginie Ledoyen']","['upper class', 'women', 'father murder', 'daughter', 'maid', 'father figure', 'murder hunt']","Eight women gather to celebrate Christmas in a snowbound cottage, only to find the family patriarch dead with a knife in his back. Trapped in the house, every woman becomes a suspect, each having her own motive and secret.",8.204829,6.9,196,6.29745461235355,2002-01-08,111.0
13154,Showdown in Little Tokyo,"['Action', 'Thriller']",Mark L. Lester,"['Dolph Lundgren', 'Brandon Lee', 'Cary-Hiroyuki Tagawa', 'Tia Carrere', 'Philip Tan']","['yakuza', 'los angeles', 'samurai sword']","An American with a Japanese upbringing, Chris Kenner is a police officer assigned to the Little Tokyo section of Los Angeles. Kenner is partnered with Johnny Murata, a Japanese-American who isn't in touch with his roots. Despite their differences, both men excel at martial arts, and utilize their formidable skills when they go up against Yoshida, a vicious yakuza drug dealer with ties to Kenner's past.",8.403859,5.7,95,6.038790286684479,1991-08-23,79.0
26618,Clay Pigeons,"['Comedy', 'Crime', 'Drama', 'Thriller']",David Dobkin,"['Joaquin Phoenix', 'Vince Vaughn', 'Janeane Garofalo', 'Gregory Sporleder', 'Georgina Cates']","['small town', 'fbi', 'widow', 'murder', 'independent film', 'serial killer']","Clay is a young man in a small town who witnesses his friend, Earl kill himself because of the ongoing affair that Clay was having with the man's wife, Amanda. Feeling guilty, Clay now resists the widow when she presses him to continue with their sexual affairs. Clay inadvertently befriends a serial killer named Lester Long, who murders the widow in an attempt to ""help"" his ""fishing buddy.""",4.221313,6.3,39,6.107132635159207,1998-09-25,104.0
43923,It's Kind of a Funny Story,"['Comedy', 'Drama']",Ryan Fleck,"['Keir Gilchrist', 'Emma Roberts', 'Zach Galifianakis', 'Viola Davis', 'Zoë Kravitz']","['suicide', 'depression', 'independent film', 'coming of age', 'teen movie', 'teenager', 'psychiatric ward', 'woman director', 'based on young adult novel']",A clinically depressed teenager gets a new start after he checks himself into an adult psychiatric ward.,13.143045,6.9,672,6.526354536152201,2010-07-06,101.0
46138,Made in Dagenham,"['Comedy', 'Drama', 'History']",Nigel Cole,"['Sally Hawkins', 'Bob Hoskins', 'Miranda Richardson', 'Geraldine James', 'Simon Nehan']","['machinist', 'aftercreditsstinger', 'duringcreditsstinger', 'equal pay', 'discrimination', 'government minister', 'sewing machine']","A dramatization of the 1968 strike at the Ford Dagenham car plant, where female workers walked out in protest against sexual discrimination.",6.138802,6.6,94,6.164625531553641,2010-09-11,113.0
45791,When Did You Last See Your Father?,['Drama'],Anand Tucker,"['Jim Broadbent', 'Colin Firth', 'Juliet Stevenson', 'Gina McKee', 'Sarah Lancashire']","['father son relationship', 'memory', 'hospital', 'confrontation', 'family', 'illness', 'old girlfriend']",The story of a son's conflicting memories of his dying father.,1.939054,6.9,13,6.111821942422068,2007-10-05,92.0
26306,Prefontaine,"['Drama', 'Romance']",Steve James,"['Jared Leto', 'R. Lee Ermey', ""Ed O'Neill"", 'Breckin Meyer', 'Lindsay Crouse']","['oregon', 'olympic games', 'sport', 'runner']","It's the true-life story of legendary track star Steve Prefontaine, the exciting and sometimes controversial ""James Dean of Track,"" whose spirit captured the heart of the nation! Cocky, charismatic, and tough, ""Pre"" was a running rebel who defied rules, pushed limits ... and smashed records ...",8.717235,6.7,21,6.115319325247024,1997-01-24,106.0
110683,The Wicked Lady,"['Drama', 'Adventure']",Michael Winner,"['Faye Dunaway', 'John Gielgud', 'Denholm Elliott', 'Alan Bates', 'Prunella Scales']",['highwayman'],"Caroline is to be wed to Sir Ralph and invites her sister Barbara to be her bridesmaid. Barbara seduces Ralph, however, and she becomes the new Lady, but despite her new wealthy situation, she gets bored and turns to highway robbery for thrills. While on the road she meets a famous highwayman, and they continue as a team, but some people begin suspecting her identity, and she risks death if she continues her nefarious activities.",0.289433,4.3,4,6.081918348373861,1983-04-21,98.0
26963,The Secret of Kells,"['Animation', 'Family', 'Fantasy']",Tomm Moore,"['Evan McGuire', 'Christen Mooney', 'Brendan Gleeson', 'Mick Lally', 'Liam Hourican']","['barbarian', 'underwater', 'trapped', 'sea monster', 'woman director']","Adventure awaits 12 year old Brendan who must fight Vikings and a serpent god to find a crystal and complete the legendary Book of Kells. In order to finish Brother Aiden's book, Brendan must overcome his deepest fears on a secret quest that will take him beyond the abbey walls and into the enchanted forest where dangerous mythical creatures hide. Will Brendan succeed in his quest?",10.621353,7.3,181,6.380606606035051,2009-02-09,75.0
198277,Begin Again,"['Comedy', 'Music', 'Romance', 'Drama']",John Carney,"['Mark Ruffalo', 'Keira Knightley', 'Adam Levine', 'Hailee Steinfeld', 'Catherine Keener']",[],"Gretta's celebrity boyfriend breaks up with her after a long-term relationship, leaving the singer to find success on her own. With the help of record producer, Dan and hip-hop celebrity, Trouble Gum, Gretta strives to fulfil her musical ambitions.",35.735689,7.3,1254,6.918213751388942,2013-09-07,104.0
7870,Down in the Valley,"['Drama', 'Romance']",David Jacobson,"['Edward Norton', 'Evan Rachel Wood', 'David Morse', 'Rory Culkin', 'Bruce Dern']","['indian territory', 'beach', 'stetson', 'san fernando valley', 'strange person']","On a trip to the beach, a teenage girl named Tobe meets a charismatic stranger named Harlan, who dresses like a cowboy and claims to be a former ranch hand. The pair feel an instant attraction and begin a relationship, but her father, a lawman, is suspicious of her lover.",7.433574,5.9,63,6.075189804035261,2005-05-13,112.0
13072,Brooklyn Rules,"['Drama', 'Action', 'Thriller']",Michael Corrente,"['Alec Baldwin', 'Paulo Araujo', 'Daniel Tay', 'Ty Thomas Reed', ""Brian O'Neill""]",[],"Brooklyn, 1985. With the mob world as a backdrop, three life-long friends struggle with questions of love, loss and loyalty.",4.090382,5.8,18,6.085345966274972,2007-04-30,99.0
153397,Restless,"['TV Movie', 'Romance', 'Drama']",Edward Hall,"['Hayley Atwell', 'Rufus Sewell', 'Michelle Dockery', 'Michael Gambon', 'Charlotte Rampling']","['spy', 'war', 'british secret service']",A young woman finds out that her mother worked as a spy for the British Secret Service during World War II and has been on the run ever since.,0.812776,4.9,8,6.077966441084395,2012-12-07,180.0
30141,The Singing Detective,"['Comedy', 'Music', 'Mystery', 'Crime']",Keith Gordon,"['Robert Downey Jr.', 'Robin Wright', 'Mel Gibson', 'Jeremy Northam', 'Katie Holmes']",[],"From his hospital bed, a writer suffering from a skin disease hallucinates musical numbers and paranoid plots.",6.335881,5.9,41,6.0813862279721995,2003-10-24,109.0
17044,The Land Girls,"['Drama', 'Romance', 'War']",David Leland,"['Catherine McCormack', 'Rachel Weisz', 'Anna Friel', 'Paul Bettany', 'Steven Mackintosh']",[],"During World War II, the organisation ""The Women's Land Army"" recruited women to work on British farms while the men were off to war. Three such ""land girls"" of different social backgrounds - quiet Stella, young hairdresser Prue, and Cambridge graduate Ag - become best friends in spite of their different backgrounds.",1.278092,7.0,3,6.098839441436144,1998-09-25,111.0
10288,Fido,"['Romance', 'Comedy', 'Drama', 'Horror']",Andrew Currie,"['Billy Connolly', 'Carrie-Anne Moss', 'Dylan Baker', 'Kesun Loder', 'Henry Czerny']","['vororte', 'black humor', 'satire', 'dark comedy', 'gore', 'decapitation', 'spoof', 'zombie', 'canuxploitation']","Timmy Robinson's best friend in the whole wide world is a six-foot tall rotting zombie named Fido. But when Fido eats the next-door neighbor, Mom and Dad hit the roof, and Timmy has to go to the ends of the earth to keep Fido a part of the family. A boy-and-his-dog movie for grown ups, ""Fido"" will rip your heart out.",5.244518,6.6,135,6.189556192456297,2006-09-07,91.0
12183,The Wendell Baker Story,"['Comedy', 'Drama', 'Romance']",Luke Wilson,"['Luke Wilson', 'Eva Mendes', 'Jacob Vargas', 'Owen Wilson', 'Kris Kristofferson']","['con man', 'release from prison', 'independent film']",Luke Wilson plays a good-hearted ex-con who gets a job in a retirement hotel. Three elderly residents help him win back his girlfriend as he lends them a hand in fighting hotel corruption.,1.265683,5.2,16,6.070221497150265,2005-08-03,99.0
44147,Wild Target,"['Action', 'Comedy']",Jonathan Lynn,"['Bill Nighy', 'Emily Blunt', 'Rupert Grint', 'Rupert Everett', 'Eileen Atkins']","['london england', 'mother', 'robbery', 'detective', 'assassin', 'hitman', 'insomnia', 'apprentice', 'remake', 'revenge', 'murder', 'gangster', 'crime', 'art', 'surveillance']","Victor Maynard is a middle-aged, solitary assassin, who lives to please his formidable mother, despite his own peerless reputation for lethal efficiency. His professional routine is interrupted when he finds himself drawn to one of his intended victims, Rose. He spares her life, unexpectedly acquiring in the process a young apprentice, Tony. Believing Victor to be a private detective, his two new companions tag along, while he attempts to thwart the murderous attentions of his unhappy client",10.791954,6.4,215,6.176786725877774,2010-06-17,98.0
12192,Pathology,"['Crime', 'Horror', 'Thriller']",Marc Schölermann,"['Milo Ventimiglia', 'Alyssa Milano', 'Michael Weston', 'Lauren Lee Smith', 'Johnny Whitworth']","['female nudity', 'pathology', 'student of medicine', 'extortion', 'drug use', 'game', 'cadaver', 'perfect murder']","Medical student Ted Grey (Milo Ventimiglia) graduates at the top of his class and quickly joins an elite pathology program, whose top students invite him into their circle. There he uncovers a gruesome secret: They play a game in which one tries to commit the perfect, undetectable murder, then the others compete to determine the victim's cause of death.",9.782433,5.6,144,5.996030667308563,2008-04-11,95.0
36597,Wuthering Heights,['Drama'],Coky Giedroyc,"['Tom Hardy', 'Charlotte Riley', 'Andrew Lincoln', 'Sarah Lancashire', 'Burn Gorman']",['woman director'],Foundling Heathcliff is raised by the wealthy Earnshaws in Yorkshire but in later life launches a vendetta against the family.,4.409263,6.9,37,6.142430799027037,2009-01-18,142.0
13197,10th & Wolf,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",Robert Moresco,"['James Marsden', 'Brian Dennehy', 'Leo Rossi', 'Dennis Hopper', 'Giovanni Ribisi']","['undercover', 'mafia', 'mobster', 'crime family']","A former street tough returns to his Philadelphia home after a stint in the military. Back on his home turf, he once again finds himself tangling with the mob boss who was instrumental in his going off to be a soldier.",3.942464,6.3,24,6.1023507996672866,2006-02-19,107.0
10913,Dear Wendy,"['Comedy', 'Crime', 'Drama', 'Romance']",Thomas Vinterberg,"['Jamie Bell', 'Bill Pullman', 'Michael Angarano', 'Danso Gordon', 'Alison Pill']","['underdog', 'secret society', 'friendship', 'pistol', 'self esteem']","In a blue-collar American town, a group of teens bands together to form the Dandies, a gang of gunslingers led by Dick Dandelion. Following a code of strict pacifism at odds with the fact that they all carry guns, the group eventually lets in Sebastian, the grandson of Dick's childhood nanny, Clarabelle, who fears the other gangs in the area. Dick and company try to protect Clarabelle, but events transpire that push the gang past posturing.",2.597665,5.6,33,6.0676257879457784,2005-01-22,105.0
251321,Aloft,['Drama'],Claudia Llosa,"['Jennifer Connelly', 'Mélanie Laurent', 'Cillian Murphy', 'William Shimell', 'Zen McGrath']","['new age', 'woman director', 'healer']","As we follow a mother and her son, we delve into a past marred by an accident that tears them apart. She will become a renowned artist and healer, and he will grow into his own and a peculiar falconer who bears the marks of a double absence. In the present, a young journalist will bring about an encounter between the two that puts the very meaning of life and art into question, so that we may contemplate the possibility of living life to its fullest, despite the uncertainties littering our paths.",6.500835,5.1,41,6.028653109001139,2014-02-12,112.0
149,Akira,"['Science Fiction', 'Animation']",Katsuhiro Ōtomo,"['Mitsuo Iwata', 'Nozomu Sasaki', 'Mami Koyama', 'Tesshou Genda', 'Hiroshi Ohtake']","['saving the world', 'total destruction', 'megacity', 'street gang', 'underground', 'general', 'stadium', 'experiment', 'atomic bomb', 'mutation', 'dystopia', 'army', 'cyberpunk', 'anime', 'motorcycle gangs']","Childhood friends Tetsuo and Kaneda are pulled into the post-apocalyptic underworld of Neo-Tokyo and forced to fight for their very survival. Kaneda is a bike gang leader, and Tetsuo is a member of a tough motorcycle crew who becomes involved in a covert government project called Akira. But a bloody battle ensues when Kaneda sets out to save his friend.",39.338097,7.8,773,7.068037100294466,1988-07-16,124.0
10425,The Death and Life of Bobby Z,"['Drama', 'Action', 'Thriller', 'Crime']",John Herzfeld,"['Paul Walker', 'Laurence Fishburne', 'Olivia Wilde', 'Jason Lewis', 'Michael Bowen']","['vineyard', 'rifle', 'drug trade', 'violence', 'shot in the stomach', 'double cross', 'estate', 'face slap', 'tdrug lord', 'faked death', 'baja california', 'san remo', 'landfill', 'gallop', 'rolling eyes', 'booby trap', 'golden gun']","A DEA agent provides former Marine Tim Kearney with a way out of his prison sentence: impersonate Bobby Z, a recently deceased drug dealer, in a hostage switch with a crime lord. When the negotiations go awry, Kearney flees, with Z's son in tow.",12.893219,5.8,103,6.049886306723258,2007-07-23,97.0
49081,The Rocket: The Legend of Rocket Richard,['Drama'],Charles Binamé,"['Roy Dupuis', 'Michel Barrette', 'Rémy Girard', 'Tony Calabretta', 'Sean Avery']","['quebec', 'sport', 'ice hockey', 'hockey player', 'montreal canadiens']","In the late 1930s, a young machinist named Maurice Richard distinguished himself as a ice hockey player of preternatural talent. Although that was enough to get him into the Montreal Canadiens, his frequent injuries cost him the confidence of his team and the fans. In the face of these doubts, Richard eventually shows the kind of aggressive and skillful play that would make him one of the greatest players of all time as ""The Rocket."" However for all his success, Richard and his fellow French Canadians face constant discrimination in a league dominated by the English speaking. Although a man of few words, Richard begins to speak his own mind about the injustice which creates a organizational conflict that would culminate in his infamous 1955 season suspension that sparks an ethnic riot in protest. In the face of these challenges, Richard must decide who exactly is he playing for.",0.983484,6.1,17,6.0943515615363015,2005-10-25,124.0
256687,Swelter,"['Action', 'Drama', 'Thriller']",Keith Parmer,"['Jean-Claude Van Damme', 'Brad Carter', 'Josh Henderson', 'Alfred Molina', 'Lennie James']",[],"Ten years after their casino heist, four escaped convicts trace their former partner to a desert town, where he is now a lawman with no memory of his criminal past.",2.214925,4.6,21,6.042063511293535,2014-04-20,96.0
220488,My Lucky Star,"['Comedy', 'Romance']",Dennie Gordon,"['Zhang Ziyi', 'Leehom Wang', 'Ruby Lin', 'Yao Chen', 'Ada Choi']","['hong kong', 'macau', 'woman director']",My Lucky Star is a 2013 Chinese romance film directed by Dennie Gordon and starring Zhang Ziyi and Leehom Wang. The film also serves as a prequel to the 2009 film Sophie's Revenge.,1.86453,4.3,8,6.069817035311899,2013-09-17,114.0
1544,Imagine Me & You,"['Drama', 'Comedy', 'Romance']",Ol Parker,"['Piper Perabo', 'Lena Headey', 'Matthew Goode', 'Celia Imrie', 'Darren Boyd']","['london england', 'flower shop', 'homosexuality', 'lesbian', 'lgbt']","During her wedding ceremony, Rachel notices Luce in the audience and feels instantly drawn to her. The two women become close friends, and when Rachel learns that Luce is a lesbian, she realizes that despite her happy marriage to Heck, she is falling for Luce. As she questions her sexual orientation, Rachel must decide between her stable relationship with Heck and her exhilarating new romance with Luce.",9.100352,7.0,177,6.305702155407267,2005-02-01,93.0
374461,Mr. Church,['Drama'],Bruce Beresford,"['Eddie Murphy', 'Britt Robertson', 'Natascha McElhone', 'Xavier Samuel', 'Lucy Fry']","['cook', 'friendship']","A unique friendship develops when a little girl and her dying mother inherit a cook - Mr. Church. What begins as an arrangement that should only last six months, instead spans fifteen years.",7.828459,7.0,129,6.258763709575645,2016-09-16,104.0
302,Swimming Pool,"['Thriller', 'Crime']",François Ozon,"['Charlotte Rampling', 'Ludivine Sagnier', 'Charles Dance', 'Jean-Marie Lamour', 'Marc Fayolle']","['london england', 'female nudity', 'women', 'countryside', 'based on novel', 'subway', 'provence', 'country house', 'writing', 'innkeeper', 'generations confilct', 'dying and death', 'daughter', 'swimming pool', 'murder', 'suspense', 'author', 'drug']","In the middle of this amusing thriller is a relationship between two different types of females, one is a well know British author and the other is a sex-crazed French teen. The two get into some relationship trouble while living together in this film of psychological imagery and an erotic exploration of the female body.",11.000654,6.4,153,6.157932198635843,2003-05-18,102.0
182873,Green Street Hooligans: Underground,"['Action', 'Drama']",James Nunn,"['Scott Adkins', 'Joey Ansah', 'Kacey Clarke', 'Mark Wingett', 'Roberta Taylor']",[],"An old firm leader returns to Green Street for Revanche after receiving a call that his little brother was killed, but is he able to cope with a new type of hooliganism and can he find his killer?",5.0005,5.4,33,6.0568766022780265,2013-01-01,90.0
21512,The Blood of Heroes,"['Action', 'Adventure', 'Science Fiction']",David Webb Peoples,"['Rutger Hauer', 'Joan Chen', 'Delroy Lindo', 'Anna Katarina', ""Vincent D'Onofrio""]","['martial arts', 'post-apocalyptic', 'sport', 'revenge', 'independent film', 'blood', 'violence', 'desert', 'combat']","Set in a futuristic world where the only sport that has survived in a wasted society is the brutal game known as jugging. Sallow, the leader of a rag-tag team, has played in the main Leagues before, but was cast out because of indiscretions with a lady. However now joined by a talented newcomer, Kidda, an ambitious young peasant girl he and his team find they have one last chance for glory",6.41678,5.9,31,6.084350055226648,1989-10-19,100.0
389425,Code of Honor,"['Action', 'Crime', 'Thriller']",Michael Winnick,"['Steven Seagal', 'Craig Sheffer', 'Louis Mandylor', 'Helena Mattsson', 'Griff Furst']",[],"Colonel Robert Sikes is on a mission to rid his city of crime. As a stealthy, one-man assault team, he will take on street gangs, mobsters, and politicians with extreme prejudice until his mission is complete. His former protégé, William Porter, teams up with the local police department to bring his former commander to justice and prevent him from further vigilantism.",2.101718,4.1,16,6.04074076013184,2016-05-06,106.0
